Number,Site,Type,Method,pH,SOM,Clay,Silt,Sand,Fe,T_Cd,GP,IP,BA_GP,BA_IP,log_T_Cd,log_GP,log_IP,Predicted_BA_GP,Observed_Bioaccessible_Cd_GP,Predicted_Bioaccessible_Cd_GP,Predicted_Risk_Group
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,4.38,19.4,23.7,47.08560195516159,33.52952359674305,37.89850192501832,0.17,0.078336,0.042007,46.08,24.71,0.1570037488096647,0.075419112233783,0.0411486611588984,40.55075850971922,0.078336,0.06893628946652268,Low
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,6.36,15.9,10.7,58.40248794826542,31.01099989265587,45.52261804551053,0.23,0.048001,0.0339939999999999,20.87,14.78,0.2070141693843261,0.0468845400968684,0.0334289733614712,33.54401397138144,0.048001,0.07715123213417732,Low
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,5.61,57.1,17.2,55.12542417870477,30.60035605513319,91.84138191263315,14.29,1.437574,0.958859,10.06,6.709999999999999,2.727199019940971,0.8910032824033998,0.6723621608743403,45.38785877955229,1.437574,6.485925019598021,Medium
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,4.77,20.8,7.1,57.76053382832015,32.37162109086178,38.5336187196973,1.08,0.262332,0.166104,24.29,15.380000000000004,0.7323678937132266,0.2329608040059414,0.1536682777758108,33.89971543329432,0.262332,0.3661169266795787,Low
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,6.53,34.8,22.8,46.70403589208055,35.1544756145157,37.56975391584533,2.68,1.860724,0.860548,69.43,32.11,1.3029127521808397,1.05107473964865,0.6208710679879973,40.25855460297512,1.8607240000000003,1.0789292633597332,Medium
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,6.87,13.7,17.2,54.54646563046126,30.79285651491028,37.15096934351682,0.38,0.14573,0.103664,38.35,27.28,0.3220834991691133,0.1360419884397735,0.0986355537056178,25.813885619651252,0.14573,0.09809276535467476,Low
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,5.09,40.0,14.5,56.84717635253452,30.85008996711981,37.31660634212065,4.38,1.395906,0.978492,31.870000000000005,22.34,1.682688374173693,0.8737614474301835,0.6823349383678938,50.97244886478428,1.3959060000000003,2.2325932602775516,Medium
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,6.15,22.7,13.2,57.29942663863891,30.78399233774303,50.37756886737359,7.78,2.12005,1.337382,27.25,17.19,2.172476407647025,1.1378490273340074,0.8490314996230597,43.28638165327553,2.12005,3.367680492624836,Medium
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,6.86,30.0,15.4,56.04935026781105,30.99897205159924,36.73557358057455,2.16,0.1134,0.075168,5.25,3.4800000000000004,1.1505720275988207,0.1074183967672703,0.0724769284390918,36.536364553334316,0.1134,0.7891854743520212,Low
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,5.38,26.6,25.8,48.52950527286593,23.83720527553542,38.48179926024407,2.55,0.213435,0.1377,8.370000000000001,5.4,1.2669476034873244,0.1934551806790435,0.1290086805635338,24.545204510694308,0.213435,0.6259027150227048,Low
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,4.12,37.5,40.7,44.43420614154288,18.62795320859142,51.76145816946396,2.05,0.130585,0.065395,6.370000000000001,3.19,1.1151415906193205,0.1227351978793385,0.0633456224167249,31.035154129875206,0.130585,0.6362206596624417,Low
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,4.79,37.0,38.8,46.57199112783507,18.52131324531639,62.76139028416982,121.0,9.2444,1.8997,7.64,1.5699999999999998,4.804021044733257,2.326731214822124,1.0646072833654243,31.942280770403222,9.244399999999999,38.6501597321879,High
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,5.0,25.7,25.7,48.62790181146622,22.5248589671362,38.84204161964846,0.49,0.0835939999999999,0.0528219999999999,17.06,10.78,0.3987761199573678,0.0802832941149128,0.0514741780271185,25.659362264722382,0.08359399999999999,0.12573087509713968,Low
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,5.31,31.6,32.2,46.97861993996371,19.94438231344848,39.01346142371217,2.55,0.24072,0.1496849999999999,9.44,5.869999999999999,1.2669476034873244,0.2156918562690603,0.1394879918106508,29.7869876916299,0.24071999999999996,0.7595681861365624,Low
18.0,土壤中镉的生物可给性及其对人体的健康风险评估,Agricultural soils,PBET,5.83,30.3,11.7,57.40060605040361,31.06124392916632,58.52378244625391,32.49,20.709126,11.992059,63.74,36.91,3.5112468868061133,3.0777327251341804,2.5643383246651683,45.93573819403753,20.709126,14.924521339242794,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,UBM,2.8,11.03448275862069,13.1,57.91436613100141,30.78399233774303,134.3,3.0,2.0598,0.5982000000000001,68.66,19.94,1.3862943611198906,1.1183495543511417,0.4688779959582254,82.23623940936592,2.0598,2.4670871822809777,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,UBM,7.8,21.72413793103448,13.4,58.39209357554218,30.44139069834734,104.1,9.59,7.254835000000001,2.005269,75.65,20.91,2.359910159613315,2.110799089286201,1.1003670814516031,58.03577366492628,7.254835000000001,5.56563069446643,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,UBM,7.5,38.44827586206897,2.91,57.81708244584225,33.4514248853799,51.1,11.1,7.701179999999999,2.72394,69.38,24.54,2.4932054526026954,2.163458648647233,1.3147822475771846,55.46375113463506,7.701179999999999,6.156476375944492,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,UBM,8.3,78.44827586206897,7.64,58.4784743334071,31.34461783662383,25.1,13.6,13.53336,7.68264,99.51,56.49,2.681021528714291,2.676446696547581,2.1613256298942325,91.3263431088554,13.53336,12.420382662804334,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,UBM,6.5,25.3448275862069,3.86,57.41474294962821,33.4514248853799,51.4,18.6,11.383200000000002,5.5837200000000005,61.2,30.02,2.975529566236472,2.516340715277531,1.884599935131452,61.55687651268466,11.383200000000002,11.449579031359347,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,UBM,6.1,43.27586206896552,9.66,57.97919231582553,31.55171615863516,20.7,25.6,22.3488,8.64256,87.3,33.76,3.2809112157876537,3.1505455909313445,2.26618663353357,87.38170952463672,22.3488,22.369717638307,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,UBM,7.2,36.55172413793104,7.15,57.65933200410635,32.44209645850884,30.2,36.1,28.71394,10.21269,79.54,28.29,3.6136169696133895,3.391616295962937,2.4170461726148105,75.00048313037681,28.71394,27.07517441006603,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,UBM,8.3,41.55172413793104,8.37,58.4784743334071,31.30191116995717,28.4,59.7,42.14223,17.2533,70.59,28.9,4.1059436980654525,3.764502331790061,2.904345885599996,66.30308512025584,42.14223,39.58294181679274,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Urban soils,UBM,7.8,54.13793103448277,3.44,57.81189701168164,33.4514248853799,211.0,130.0,94.601,34.424,72.77,26.48,4.875197323201151,4.5601832802536935,3.5673895565262264,63.982023752953125,94.601,83.17663087883906,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Industrial soils,UBM,7.8,90.6896551724138,3.83,57.08472612836648,34.20471651896248,34.3,204.0,195.942,40.7796,96.05,19.99,5.3230099791384085,5.282909269145363,3.732408182123757,81.83045092725374,195.942,166.93411989159762,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Urban soils,UBM,7.3,46.37931034482759,3.62,56.46459435984497,34.39313806354178,29.9,212.0,183.1468,48.3996,86.39,22.83,5.3612921657094255,5.215733265601887,3.899942326995103,81.79873336121415,183.1468,173.413314725774,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,UBM,8.9,54.48275862068966,3.51,57.31575862076001,34.20471651896248,29.3,296.0,244.644,84.38960000000002,82.65,28.51,5.6937321388027,5.5038833333214505,4.44722431351927,88.18506771454396,244.644,261.0278004350501,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,SBRC,2.8,11.03448275862069,13.1,57.91436613100141,30.78399233774303,134.3,3.0,3.0936000000000003,2.1795,103.12,72.65,1.3862943611198906,1.409424778508745,1.1567239517253254,67.5826141819038,3.0936000000000003,2.0274784254571143,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,SBRC,7.8,21.72413793103448,13.4,58.39209357554218,30.44139069834734,104.1,9.59,5.710844999999999,3.608717,59.55,37.63,2.359910159613315,1.903724874500495,1.5279495102476612,61.01479308148845,5.710844999999999,5.851318656514742,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,SBRC,7.5,38.44827586206897,2.91,57.81708244584225,33.4514248853799,51.1,11.1,6.93639,5.05827,62.49,45.57,2.4932054526026954,2.071458511920248,1.8014242807766108,67.4030026805255,6.93639,7.48173329753833,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,SBRC,8.3,78.44827586206897,7.64,58.4784743334071,31.34461783662383,25.1,13.6,13.81216,10.557679999999998,101.56,77.63,2.681021528714291,2.6954484650454145,2.447350151061366,93.90454716294076,13.812159999999999,12.771018414159943,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,SBRC,6.5,25.3448275862069,3.86,57.41474294962821,33.4514248853799,51.4,18.6,12.281580000000002,8.73084,66.03,46.94,2.975529566236472,2.586378112874831,2.2753002234068647,62.29844283908556,12.281580000000002,11.587510368069916,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,SBRC,6.1,43.27586206896552,9.66,57.97919231582553,31.55171615863516,20.7,25.6,24.2048,15.265280000000002,94.55,59.63,3.2809112157876537,3.227034452569568,2.7890327746557144,87.87026577111375,24.2048,22.49478803740512,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,SBRC,7.2,36.55172413793104,7.15,57.65933200410635,32.44209645850884,30.2,36.1,34.82206,23.215910000000004,96.46,64.31,3.6136169696133895,3.57856390475002,3.1870098551614707,72.74345521168351,34.82206,26.260387331417746,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,SBRC,8.3,41.55172413793104,8.37,58.4784743334071,31.30191116995717,28.4,59.7,50.94798000000001,34.279740000000004,85.34,57.42,4.1059436980654525,3.9502428332473847,3.5633088614969224,61.94536909907081,50.94798000000001,36.981385352145274,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Urban soils,SBRC,7.8,54.13793103448277,3.44,57.81189701168164,33.4514248853799,211.0,130.0,107.952,69.771,83.04,53.67,4.875197323201151,4.690907418266656,4.259449312269054,63.64429545827342,107.95200000000001,82.73758409575545,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Industrial soils,SBRC,7.8,90.6896551724138,3.83,57.08472612836648,34.20471651896248,34.3,204.0,195.4524,143.0856,95.81,70.14,5.3230099791384085,5.280420162778915,4.970407567408333,83.16841629820125,195.4524,169.66356924833056,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Urban soils,SBRC,7.3,46.37931034482759,3.62,56.46459435984497,34.39313806354178,29.9,212.0,186.4964,145.4956,87.97,68.63,5.3612921657094255,5.233759645226143,4.986995393876396,82.83920018404247,186.4964,175.61910439017004,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,SBRC,8.9,54.48275862068966,3.51,57.31575862076001,34.20471651896248,29.3,296.0,305.0872,215.6656,103.07,72.86,5.6937321388027,5.723870028677167,5.378355151132531,84.83075851155856,305.0872,251.09904519421332,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,IVG,2.8,11.03448275862069,13.1,57.91436613100141,30.78399233774303,134.3,3.0,2.0853,1.6392000000000002,69.51,54.64,1.3862943611198906,1.1266488973619655,0.9704758409322348,67.64947849386962,2.0853,2.0294843548160886,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,IVG,7.8,21.72413793103448,13.4,58.39209357554218,30.44139069834734,104.1,9.59,6.151985000000001,4.80459,64.15,50.1,2.359910159613315,1.9673899405535773,1.7586489838872228,60.74051985192945,6.151985000000001,5.825015853800034,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,IVG,7.5,38.44827586206897,2.91,57.81708244584225,33.4514248853799,51.1,11.1,8.18403,6.7488,73.73,60.8,2.4932054526026954,2.217466106122398,2.047537992666828,55.16140336961356,8.18403,6.1229157740271045,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,IVG,8.3,78.44827586206897,7.64,58.4784743334071,31.34461783662383,25.1,13.6,13.801279999999998,11.988400000000002,101.48,88.15,2.681021528714291,2.6947136635168154,2.5640566514257395,89.6853726397409,13.801279999999998,12.197210679004764,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,IVG,6.5,25.3448275862069,3.86,57.41474294962821,33.4514248853799,51.4,18.6,10.93308,9.27024,58.78,49.84,2.975529566236472,2.479314375462926,2.3292503927034427,62.88082178575143,10.93308,11.695832852149767,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,IVG,6.1,43.27586206896552,9.66,57.97919231582553,31.55171615863516,20.7,25.6,22.131200000000003,17.05984,86.45,66.64,3.2809112157876537,3.1411823555720413,2.8936906885918985,88.00681341296705,22.131200000000003,22.529744233719565,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,IVG,7.2,36.55172413793104,7.15,57.65933200410635,32.44209645850884,30.2,36.1,27.92696,21.77552,77.36,60.32,3.6136169696133895,3.364774032236068,3.125686274938064,71.91943764696987,27.926959999999998,25.962916990556124,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,IVG,8.3,41.55172413793104,8.37,58.4784743334071,31.30191116995717,28.4,59.7,34.71555,29.44404,58.15,49.32,4.1059436980654525,3.575586168180368,3.415890244292076,66.07485404373021,34.71555,39.44668786410694,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Urban soils,IVG,7.8,54.13793103448277,3.44,57.81189701168164,33.4514248853799,211.0,130.0,70.72,54.691,54.4,42.07,4.875197323201151,4.272769648736932,4.019818553985521,68.26482303981314,70.72,88.74426995175709,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Industrial soils,IVG,7.8,90.6896551724138,3.83,57.08472612836648,34.20471651896248,34.3,204.0,189.7812,141.5964,93.03,69.41,5.3230099791384085,5.251127221664782,4.960018262219728,84.5206768383006,189.78119999999998,172.42218075013324,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Urban soils,IVG,7.3,46.37931034482759,3.62,56.46459435984497,34.39313806354178,29.9,212.0,175.7268,137.0368,82.89,64.64,5.3612921657094255,5.174605037321317,4.927520316274635,80.01360005842324,175.7268,169.62883212385725,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,IVG,8.9,54.48275862068966,3.51,57.31575862076001,34.20471651896248,29.3,296.0,240.352,208.8576,81.2,70.56,5.6937321388027,5.486256448792697,5.346429205468812,87.47886093758497,240.352,258.9374283752515,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,PBET,2.8,11.03448275862069,13.1,57.91436613100141,30.78399233774303,134.3,3.0,2.9232,1.9074,97.44,63.58,1.3862943611198906,1.3669076473197006,1.0672592110100874,71.39541898125438,2.9232,2.1418625694376314,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,PBET,7.8,21.72413793103448,13.4,58.39209357554218,30.44139069834734,104.1,9.59,5.036668000000001,2.446409,52.52,25.51,2.359910159613315,1.797852204099634,1.2373328193971354,55.140550587541966,5.036668000000001,5.287978801345274,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,PBET,7.5,38.44827586206897,2.91,57.81708244584225,33.4514248853799,51.1,11.1,5.5833,2.89821,50.3,26.11,2.4932054526026954,1.8845361393750637,1.360517473415655,56.17850718261411,5.5832999999999995,6.235814297270166,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,PBET,8.3,78.44827586206897,7.64,58.4784743334071,31.34461783662383,25.1,13.6,12.49704,6.49808,91.89,47.78,2.681021528714291,2.602470402144299,2.0146469877686712,83.88238596385354,12.49704,11.40800449108408,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,PBET,6.5,25.3448275862069,3.86,57.41474294962821,33.4514248853799,51.4,18.6,10.37136,5.92038,55.76,31.83,2.975529566236472,2.431097913626089,1.934470681416696,60.93080756246075,10.37136,11.3331302066177,Medium
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,PBET,6.1,43.27586206896552,9.66,57.97919231582553,31.55171615863516,20.7,25.6,20.52096,13.87264,80.16,54.19,3.2809112157876537,3.069027343964029,2.6995232833823994,86.53979119300787,20.52096,22.154186545410017,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,PBET,7.2,36.55172413793104,7.15,57.65933200410635,32.44209645850884,30.2,36.1,30.45757,19.811680000000003,84.37,54.88,3.6136169696133895,3.4486396537060195,3.0355143675650864,77.75534385601325,30.45757,28.069679132020788,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Agricultural soils,PBET,8.3,41.55172413793104,8.37,58.4784743334071,31.30191116995717,28.4,59.7,21.0741,13.49817,35.3,22.61,4.1059436980654525,3.094404975556975,2.6740224345652166,70.07766444770542,21.074099999999998,41.83636567528014,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Urban soils,PBET,7.8,54.13793103448277,3.44,57.81189701168164,33.4514248853799,211.0,130.0,45.266000000000005,24.531,34.82,18.87,4.875197323201151,3.834407350078879,3.2398934000906703,62.01483677385719,45.266000000000005,80.61928780601434,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Industrial soils,PBET,7.8,90.6896551724138,3.83,57.08472612836648,34.20471651896248,34.3,204.0,172.2372,111.2004,84.43,54.51,5.3230099791384085,5.154661753666746,4.72028655814463,79.6264155212951,172.2372,162.43788766344198,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Urban soils,PBET,7.3,46.37931034482759,3.62,56.46459435984497,34.39313806354178,29.9,212.0,162.7312,99.1312,76.76,46.76,5.3612921657094255,5.09822605876398,4.6064813260681525,78.415725770832,162.7312,166.24133863416384,High
19.0,Assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils,Mining/smelting soils,PBET,8.9,54.48275862068966,3.51,57.31575862076001,34.20471651896248,29.3,296.0,241.0624,126.5992,81.44,42.77,5.6937321388027,5.489195544158438,4.848894101298559,84.10706472253014,241.06239999999997,248.95691157868922,High
20.0,Incorporating bioaccessibility into human health risk assessments of heavy metals in urban park soils(n=40),Urban soils,SBET,6.81,51.72413793103448,5.0,48.0,47.0,17.364,0.3,0.276,,92.0,,0.262364264467491,0.2437301849225981,,73.38358902214023,0.27599999999999997,0.22015076706642067,Low
